DataTypeVer2.0,Time,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,DigitalData,DigitalData,DigitalData,DigitalData,Time,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate
NumberOfData,,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
PreTriggerData,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
SamplingTime[ms],,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
DataLabel,,Fx12(FP1),Fx34(FP1),Fy14(FP1),Fy23(FP1),Fz1(FP1),Fz2(FP1),Fz3(FP1),Fz4(FP1),Fx12(FP2),Fx34(FP2),Fy14(FP2),Fy23(FP2),Fz1(FP2),Fz2(FP2),Fz3(FP2),Fz4(FP2),ch17,01,02,03,04,,FX[1],FY[1],FZ[1],AX[1],AY[1],TZ[1],FX[2],FY[2],FZ[2],AX[2],AY[2],TZ[2]
DataUnit,sec,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V,-,-,-,-,sec,N,N,N,cm,cm,Nm,N,N,N,cm,cm,Nm
,5.746,-0.50196,0.21633,-1.06264,0.72647,-0.10782,5.2658e-2,-0.41625,-5.016e-3,-0.58854,0.63409,-0.83247,1.05366,-0.7913,0.19209,-0.97574,0.17594,-0.10069,1.00000,0.0,0.0,0.0,5.746,-0.28563,-0.33617,-0.47643,0,0,-0.12431,4.5554e-2,0.22119,-1.39902,0,0,0.01819
,5.747,-0.24844,0.55435,-1.02035,0.51504,-0.19141,-0.36526,1.671e-3,0.16215,-0.83258,0.34938,-0.91291,1.05366,-0.45132,0.70206,-0.46577,0.8559,-9.9719e-2,1.00000,0.0,0.0,0.0,5.747,0.30591,-0.50531,-0.39285,0,0,-4.1454e-2,-0.4832,0.14076,0.64086,10.2386,-6.41473,1.6988e-2
,5.748,-0.41745,0.30084,-0.76664,0.47275,0.39368,0.47058,0.16884,0.49649,-0.46652,0.55275,-0.99334,0.85258,-0.70631,0.36208,-1.06074,9.0945e-2,-9.9719e-2,1.00000,0.0,0.0,0.0,5.748,-0.11662,-0.29388,1.52958,3.91531,5.74317,-4.062e-3,8.6227e-2,-0.14076,-1.31403,0,0,-1.7657e-2
,5.749,-0.20619,0.34309,-0.72435,0.59961,-0.27499,-0.11451,-0.41625,-0.17218,-0.54787,0.59342,-1.03356,0.85258,-0.62131,0.44707,-0.89075,5.949e-3,-9.9397e-2,1.00000,0.0,0.0,0.0,5.749,0.1369,-0.12474,-0.97793,0,0,-8.5784e-2,4.5554e-2,-0.18097,-1.05904,0,0,1.921e-3
,5.75,-0.24844,0.34309,-0.80892,0.59961,-0.19141,0.21983,0.50317,-0.17218,-0.75123,0.59342,-0.87269,1.01345,-0.53632,0.70206,-0.72076,0.43093,-9.9397e-2,1.00000,0.0,0.0,0.0,5.75,9.4645e-2,-0.20931,0.35941,-65.1216,-25.8544,-0.24953,-0.15781,0.14076,-0.12409,0,0,4.2594e-2
,5.751,-0.20619,0.30084,-1.06264,0.76875,0.89518,0.55416,0.16884,0.9144,-0.9546,0.39006,-1.19442,0.77215,-0.7913,0.61706,-0.89075,0.34593,-9.9397e-2,1.00000,0.0,0.0,0.0,5.751,9.4645e-2,-0.29388,2.53258,8.7782,5.77888,-0.17587,-0.56454,-0.42227,-0.71906,0,0,3.2942e-2
,5.752,-0.3752,0.38534,-0.5975,0.47275,-0.44216,-0.11451,0.16884,0.58007,-0.66989,0.59342,-0.91291,1.01345,-0.53632,0.44707,-0.89075,0.60092,-9.9397e-2,1.00000,0.0,0.0,0.0,5.752,0.01014,-0.12474,0.19224,8.80337,-233.676,2.8723e-2,-7.6466e-2,0.10054,-0.37908,0,0,2.1499e-2
,5.753,-0.2907,0.38534,-0.55521,0.68418,-0.44216,-0.19809,-0.58341,-0.42293,-0.50719,0.79679,-0.67161,1.17431,-0.36633,0.87205,-0.63576,0.34593,-9.9397e-2,1.00000,0.0,0.0,0.0,5.753,9.4645e-2,0.12897,-1.6466,0,0,-2.3659e-2,0.28959,0.5027,0.21589,-26.8771,51.8128,0.32444
,5.754,-0.54421,0.21633,-0.72435,0.47275,-0.60933,-0.11451,-0.41625,-0.17218,-0.62921,0.39006,-0.95312,1.01345,-0.36633,0.70206,-0.63576,0.60092,-9.9719e-2,1.00000,0.0,0.0,0.0,5.754,-0.32788,-0.2516,-1.31227,0,0,1.4797e-2,-0.23916,6.0324e-2,0.30088,14.1836,22.7482,-9.5095e-2
,5.755,-0.3752,0.13183,-1.02035,0.38818,-0.44216,0.38699,1.671e-3,0.16215,-0.91393,0.34938,-1.11399,0.69172,-1.13129,0.53207,-1.06074,9.0945e-2,-0.10004,1.00000,0.0,0.0,0.0,5.755,-0.24337,-0.63217,0.10866,-115.347,-34.4678,-0.76363,-0.56454,-0.42227,-1.56901,0,0,3.5977e-2
,5.756,-0.41745,0.34309,-1.10492,0.3459,-0.02424,0.21983,0.16884,-0.17218,-0.46652,0.4714,-1.11399,1.01345,-0.9613,0.70206,-0.55077,0.68591,-0.10004,1.00000,0.0,0.0,0.0,5.756,-7.4364e-2,-0.75903,0.19224,-61.5157,60.6977,-0.55054,4.881e-3,-0.10054,-0.12409,0,0,-6.7708e-2
,5.757,-0.4597,0.46985,-0.68207,0.59961,-0.19141,0.55416,0.16884,0.49649,-0.54787,0.4714,-0.95312,1.01345,-0.7913,0.19209,-0.80575,0.34593,-0.10133,1.00000,0.0,0.0,0.0,5.757,0.01014,-8.2457e-2,1.02808,-8.59779,-9.80354,4.8107e-2,-7.6466e-2,6.0324e-2,-1.05904,0,0,-3.2135e-2
,5.758,-0.75547,0.13183,-1.31635,0.30361,-0.10782,0.21983,-0.33266,0.9144,-0.46652,0.79679,-0.87269,0.97323,-0.8763,0.19209,-1.06074,0.17594,-0.10133,1.00000,0.0,0.0,0.0,5.758,-0.62364,-1.01274,0.69374,33.4049,-14.6479,0.40002,0.33027,0.10054,-1.56901,0,0,3.1151e-2
,5.759,-0.2907,0.5966,-0.72435,0.43047,-0.86008,0.13624,-0.49983,7.8568e-2,-0.62921,0.63409,-1.03356,1.01345,-0.53632,0.70206,-0.72076,9.0945e-2,-0.10101,1.00000,0.0,0.0,0.0,5.759,0.30591,-0.29388,-1.1451,0,0,6.8042e-2,4.881e-3,-2.0108e-2,-0.46407,0,0,7.021e-3
,5.76,-0.58646,8.9574e-2,-0.76664,0.3459,-0.35857,0.38699,0.67034,0.74724,-0.83258,0.39006,-1.19442,0.77215,-0.8763,0.36208,-0.89075,0.34593,-0.10197,1.00000,0.0,0.0,0.0,5.76,-0.49689,-0.42074,1.44599,-7.58051,-31.8203,0.1292,-0.44252,-0.42227,-1.05904,0,0,8.539e-3
,5.761,0.17408,0.72336,-0.63978,0.59961,-0.35857,-0.44884,-0.1655,-0.42293,-0.91393,0.39006,-1.1542,1.01345,-0.45132,0.61706,-0.72076,0.60092,-0.1023,1.00000,0.0,0.0,0.0,5.761,0.89744,-4.0171e-2,-1.39585,0,0,-6.8024e-2,-0.52387,-0.14076,4.5896e-2,173.518,153.276,-0.55805
,5.762,-0.33295,0.46985,-0.76664,0.26133,-0.44216,0.38699,0.16884,0.32932,-0.66989,0.59342,-1.03356,0.93301,-0.70631,0.61706,-0.72076,0.43093,-0.10133,1.00000,0.0,0.0,0.0,5.762,0.1369,-0.50531,0.44299,-33.6143,-36.6449,-0.15492,-7.6466e-2,-0.10054,-0.37908,0,0,1.6673e-2
,5.763,-0.67097,0.13183,-1.10492,0.43047,-0.60933,0.30341,-8.1913e-2,0.49649,-0.38517,0.79679,-0.71183,1.25474,-0.28133,0.61706,-1.06074,0.34593,-0.10165,1.00000,0.0,0.0,0.0,5.763,-0.53914,-0.67445,0.10866,-33.8535,-193.597,0.77398,0.41161,0.54292,-0.37908,0,0,4.04e-4
,5.764,-0.50196,0.21633,-0.85121,0.3459,-0.19141,5.2658e-2,0.41959,-0.17218,-0.66989,0.22736,-1.19442,1.17431,-0.45132,0.61706,-0.80575,0.17594,-0.10165,1.00000,0.0,0.0,0.0,5.764,-0.28563,-0.50531,0.10866,-145.244,-95.5537,-0.461,-0.44252,-2.0108e-2,-0.46407,0,0,-0.1048
,5.765,-7.9434e-2,0.46985,-0.63978,0.38818,-0.10782,-0.36526,-0.33266,-0.25577,-0.71056,0.4714,-0.91291,0.93301,-0.7913,0.53207,-0.97574,0.17594,-0.10036,1.00000,0.0,0.0,0.0,5.765,0.39041,-0.2516,-1.06152,0,0,-2.3625e-2,-0.23916,2.0108e-2,-1.05904,0,0,1.4882e-2
,5.766,-0.33295,0.25858,-0.76664,0.47275,-0.52574,5.2658e-2,1.671e-3,-5.016e-3,-0.50719,0.63409,-1.07377,0.81237,-0.70631,0.10709,-1.23073,0.17594,-0.10036,1.00000,0.0,0.0,0.0,5.766,-7.4364e-2,-0.29388,-0.47643,0,0,-5.3236e-2,0.1269,-0.26141,-1.65401,0,0,1.921e-3
,5.767,-0.16394,0.85012,-0.38607,0.6419,-0.02424,0.21983,-8.1913e-2,0.16215,-0.66989,0.55275,-0.91291,0.93301,-0.45132,0.36208,-1.23073,-7.9046e-2,-0.10036,1.00000,0.0,0.0,0.0,5.767,0.68618,0.25583,0.27582,-15.4241,8.88608,0.23948,-0.11714,2.0108e-2,-1.39902,0,0,2.3016e-2
,5.768,-0.4597,0.17408,-1.23178,0.17675,-0.69291,-3.0926e-2,1.671e-3,0.32932,-0.62921,0.63409,-0.95312,1.01345,-0.36633,0.87205,-0.46577,0.60092,-9.9397e-2,1.00000,0.0,0.0,0.0,5.768,-0.28563,-1.05502,-0.39285,0,0,-7.3968e-2,4.881e-3,6.0324e-2,0.64086,-3.28645,10.6802,1.9177e-2
,5.769,-3.7182e-2,0.55435,-0.38607,0.6419,0.8116,0.21983,0.67034,0.24573,-0.58854,0.55275,-0.91291,1.17431,-0.28133,0.44707,-0.97574,0.43093,-9.9075e-2,1.00000,0.0,0.0,0.0,5.769,0.51717,0.25583,1.9475,0.15612,1.25853,-2.727e-3,-3.5792e-2,0.2614,-0.37908,0,0,-2.2208e-2
,5.77,-0.33295,0.42759,-0.38607,0.6419,5.9344e-2,5.2658e-2,1.671e-3,0.49649,-0.50719,0.67477,-0.91291,1.1341,-0.28133,0.70206,-0.89075,5.949e-3,-9.9397e-2,1.00000,0.0,0.0,0.0,5.77,9.4645e-2,0.25583,0.61016,16.2986,-24.7503,-1.4804e-2,0.16757,0.22119,-0.46407,0,0,-9.248e-3
,5.771,-0.62871,0.17408,-1.02035,0.21904,5.9344e-2,-0.11451,-0.1655,0.24573,-0.50719,0.59342,-0.79226,1.17431,-0.53632,0.36208,-1.06074,0.34593,-9.9397e-2,1.00000,0.0,0.0,0.0,5.771,-0.45464,-0.80131,2.5073e-2,602.471,9.13226,4.80686,8.6227e-2,0.38205,-0.88905,0,0,-1.5865e-2
,5.772,-0.20619,0.25858,-0.42835,0.43047,0.31009,-0.19809,0.25242,-0.0886,-0.75123,0.30871,-1.19442,0.93301,-0.7913,0.61706,-1.06074,9.0945e-2,-9.9397e-2,1.00000,0.0,0.0,0.0,5.772,5.2392e-2,2.114e-3,0.27582,11.5496,-6.62323,-2.1396e-2,-0.44252,-0.26141,-1.14404,0,0,-4.3304e-2
,5.773,-0.24844,0.42759,-0.51292,0.6419,0.31009,-0.28168,0.33601,-0.0886,-0.75123,0.39006,-1.27485,0.73193,-0.9613,0.44707,-1.06074,0.26093,-9.9397e-2,1.00000,0.0,0.0,0.0,5.773,0.17915,0.12897,0.27582,8.70035,-30.687,-7.2096e-2,-0.36118,-0.54292,-1.31403,0,0,-1.2557e-2
,5.774,-0.33295,0.30084,-1.06264,0.59961,0.22651,0.38699,0.75392,1.16516,-0.50719,0.59342,-0.95312,1.05366,-0.53632,0.53207,-0.89075,0.51592,-9.9397e-2,1.00000,0.0,0.0,0.0,5.774,-3.2112e-2,-0.46303,2.53258,2.15781,-16.9094,-0.11183,8.6227e-2,0.10054,-0.37908,0,0,-2.0691e-2
,5.775,-7.9434e-2,0.42759,-0.85121,0.51504,-0.27499,0.13624,0.75392,0.58007,-0.83258,0.4714,-0.91291,0.97323,-0.45132,0.53207,-0.63576,0.68591,-0.10004,1.00000,0.0,0.0,0.0,5.775,0.34816,-0.33617,1.19524,-12.0857,-41.3821,-0.29416,-0.36118,6.0324e-2,0.13089,56.9514,0.34311,-1.135e-3
,5.776,-0.54421,0.38534,-0.55521,0.76875,0.22651,0.21983,0.58676,0.16215,-0.71056,0.39006,-1.03356,0.97323,-0.62131,0.27708,-0.89075,0.51592,-0.10036,1.00000,0.0,0.0,0.0,5.776,-0.15887,0.21354,1.19524,-6.51861,-9.96782,7.7066e-2,-0.3205,-6.0325e-2,-0.71906,0,0,-2.0691e-2
,5.777,-0.62871,8.9574e-2,-0.85121,0.13447,-0.60933,-0.11451,-0.33266,-0.0886,-0.66989,0.43073,-1.11399,1.05366,-0.36633,0.61706,-0.46577,0.68591,-0.10101,1.00000,0.0,0.0,0.0,5.777,-0.53914,-0.71674,-1.1451,0,0,4.4409e-2,-0.23916,-6.0325e-2,0.47087,9.06312,2.50388,-4.0516e-2
,5.778,-0.62871,0.5121,-0.72435,0.26133,-0.19141,-0.44884,-0.24908,-0.25577,-0.58854,0.67477,-0.79226,1.29496,-0.36633,0.70206,-0.80575,0.60092,-0.10133,1.00000,0.0,0.0,0.0,5.778,-0.11662,-0.46303,-1.1451,0,0,0.19229,8.6227e-2,0.5027,0.13089,24.8208,46.4964,-8.2487e-2
,5.779,-0.4597,0.21633,-0.72435,0.30361,-0.19141,-0.28168,1.671e-3,0.49649,-0.54787,0.55275,-0.87269,0.8928,-0.62131,0.36208,-0.97574,0.17594,-0.10165,1.00000,0.0,0.0,0.0,5.779,-0.24337,-0.42074,2.5073e-2,550.23,-1251.76,5.38224,4.881e-3,2.0108e-2,-1.05904,0,0,8.264e-3
,5.78,-0.33295,8.9574e-2,-0.55521,0.30361,0.31009,5.2658e-2,-0.24908,-0.25577,-0.3445,0.71544,-0.75204,1.17431,-0.45132,0.44707,-0.97574,0.34593,-0.10165,1.00000,0.0,0.0,0.0,5.78,-0.24337,-0.2516,-0.14209,0,0,-0.03247,0.37094,0.42227,-0.63406,0,0,-1.9174e-2
,5.781,-0.4597,8.9574e-2,-0.72435,0.38818,-0.19141,-0.11451,1.671e-3,0.24573,-0.50719,0.43073,-0.95312,1.05366,-0.62131,0.53207,-0.80575,0.8559,-0.10101,1.00000,0.0,0.0,0.0,5.781,-0.37013,-0.33617,-5.8511e-2,0,0,-4.1385e-2,-7.6466e-2,0.10054,-3.9099e-2,0,0,-0.05323
,5.782,-0.2907,0.25858,-0.55521,0.47275,5.9344e-2,5.2658e-2,8.5255e-2,0.32932,-0.71056,0.63409,-0.79226,1.05366,-0.7913,0.61706,-0.63576,0.43093,-0.10165,1.00000,0.0,0.0,0.0,5.782,-3.2112e-2,-8.2457e-2,0.52657,10.3781,-19.1403,-8.921e-3,-7.6466e-2,0.2614,-0.37908,0,0,0.04742
,5.783,5.071e-3,0.38534,-0.38607,0.43047,-0.10782,0.38699,0.25242,-0.33935,-0.66989,0.55275,-0.83247,1.29496,-0.36633,0.53207,-0.89075,0.43093,-0.10165,1.00000,0.0,0.0,0.0,5.783,0.39041,0.0444,0.19224,-131.289,65.2213,0.27455,-0.11714,0.46249,-0.29408,0,0,-1.0765e-2
,5.784,-0.62871,-3.7182e-2,-0.89349,0.38818,-0.10782,0.38699,0.58676,0.49649,-0.54787,0.4714,-1.07377,0.97323,-0.53632,0.70206,-1.06074,-7.9046e-2,-0.10101,1.00000,0.0,0.0,0.0,5.784,-0.6659,-0.50531,1.36241,-5.98811,-18.3569,2.9863e-2,-7.6466e-2,-0.10054,-0.97405,0,0,-4.1786e-2
,5.785,-0.20619,0.17408,-0.3015,0.43047,-0.69291,-0.44884,-8.1913e-2,-0.17218,-0.54787,0.59342,-0.79226,0.8928,-0.70631,0.70206,-0.63576,0.43093,-0.10069,1.00000,0.0,0.0,0.0,5.785,-3.2112e-2,0.12897,-1.39585,0,0,-2.0618e-2,4.5554e-2,0.10054,-0.20909,0,0,2.6051e-2
,5.786,-0.3752,0.13183,-0.47064,0.3459,-0.44216,-0.28168,-0.75058,-0.33935,-0.54787,0.71544,-0.95312,0.97323,-0.62131,0.78705,-0.63576,0.68591,-0.10004,1.00000,0.0,0.0,0.0,5.786,-0.24337,-0.12474,-1.81377,0,0,5.987e-3,0.16757,2.0108e-2,0.21589,-12.1153,9.83316,4.0413e-2
,5.787,-0.20619,0.55435,-0.63978,0.38818,-0.02424,0.97208,0.41959,0.32932,-0.79191,0.51208,-0.95312,1.09388,-0.53632,0.70206,-0.97574,0.51592,-9.9719e-2,1.00000,0.0,0.0,0.0,5.787,0.34816,-0.2516,1.69675,-14.7205,5.02283,3.0768e-2,-0.27983,0.14076,-0.29408,0,0,1.5156e-2
,5.788,0.30084,0.63885,-0.34378,0.81104,0.31009,0.21983,0.33601,0.4129,-0.3445,0.83746,-0.75204,1.17431,-0.53632,0.53207,-0.97574,0.17594,-9.9719e-2,1.00000,0.0,0.0,0.0,5.788,0.93969,0.46726,1.27883,-1.81072,-8.25879,-0.19335,0.49296,0.42227,-0.80405,0,0,0.00523
,5.789,-0.24844,8.9574e-2,-0.38607,0.17675,0.22651,0.21983,1.671e-3,7.8568e-2,-0.71056,0.43073,-1.1542,0.81237,-0.62131,0.70206,-1.06074,0.26093,-9.9075e-2,1.00000,0.0,0.0,0.0,5.789,-0.15887,-0.20931,0.52657,5.20386,26.798,-3.1568e-2,-0.27983,-0.34184,-0.71906,0,0,-7.731e-3
,5.79,-0.2907,0.17408,-0.85121,9.2183e-2,-0.27499,-3.0926e-2,-0.24908,-0.33935,-0.75123,0.4714,-0.75204,1.21453,-0.53632,0.70206,-0.80575,9.0945e-2,-9.8753e-2,1.00000,0.0,0.0,0.0,5.79,-0.11662,-0.75903,-0.89435,0,0,-3.5441e-2,-0.27983,0.46249,-0.54907,0,0,8.539e-3
,5.791,-0.3752,0.00507,-0.47064,0.17675,5.9344e-2,0.30341,1.00468,-5.016e-3,-0.46652,0.71544,-0.79226,1.01345,-0.45132,0.36208,-0.89075,0.17594,-9.9397e-2,1.00000,0.0,0.0,0.0,5.791,-0.37013,-0.29388,1.36241,-17.6408,-15.0246,9.09e-4,0.24892,0.22119,-0.80405,0,0,1.9708e-2
,5.792,-0.54421,-7.9435e-2,-0.47064,7.612e-3,-0.10782,0.63774,0.75392,7.8568e-2,-0.66989,0.59342,-0.95312,0.8928,-0.7913,0.27708,-1.06074,0.17594,-9.9719e-2,1.00000,0.0,0.0,0.0,5.792,-0.62364,-0.46303,1.36241,-19.0639,-5.66587,9.303e-3,-7.6466e-2,-6.0325e-2,-1.39902,0,0,3.1151e-2
,5.793,-0.12169,0.00507,-0.72435,9.2183e-2,-0.69291,-0.53243,0.25242,0.4129,-0.83258,0.39006,-1.03356,0.77215,-0.8763,0.44707,-0.80575,0.51592,-0.10004,1.00000,0.0,0.0,0.0,5.793,-0.11662,-0.63217,-0.56001,0,0,-0.12711,-0.44252,-0.26141,-0.71906,0,0,2.7842e-2
,5.794,-0.12169,0.38534,-0.34378,0.38818,-0.19141,0.21983,-0.1655,-0.17218,-0.83258,0.43073,-0.99334,1.01345,-0.45132,0.70206,-0.72076,0.60092,-9.9719e-2,1.00000,0.0,0.0,0.0,5.794,0.26365,0.0444,-0.30926,0,0,2.3747e-2,-0.40185,2.0108e-2,0.13089,44.2878,55.1798,-0.2188
,5.795,-0.41745,8.9574e-2,-0.55521,7.612e-3,-0.27499,-3.0926e-2,0.25242,0.16215,-0.75123,0.39006,-1.03356,0.85258,-0.70631,0.53207,-0.72076,0.43093,-0.10036,1.00000,0.0,0.0,0.0,5.795,-0.32788,-0.5476,0.10866,-45.9082,-200.836,0.46637,-0.36118,-0.18097,-0.46407,0,0,1.921e-3
,5.796,-0.16394,0.21633,-0.51292,9.2183e-2,-0.19141,0.30341,0.92109,-0.33935,-0.79191,0.51208,-0.91291,1.05366,-0.62131,0.36208,-1.14573,0.43093,-0.10101,1.00000,0.0,0.0,0.0,5.796,5.2393e-2,-0.42074,0.69374,-53.601,-19.9387,-0.22995,-0.27983,0.14076,-0.97405,0,0,2.4808e-2
,5.797,-0.41745,-0.16394,-0.93578,0.13447,-0.02424,-0.11451,8.5255e-2,-0.5901,-0.38517,0.79679,-0.91291,1.09388,-0.53632,0.44707,-1.14573,0.26093,-0.10101,1.00000,0.0,0.0,0.0,5.797,-0.58139,-0.80131,-0.6436,0,0,-0.13602,0.41161,0.18097,-0.97405,0,0,-4.422e-3
,5.798,0.30084,0.46985,-0.3015,0.55732,0.64443,0.47058,0.25242,-5.016e-3,-0.46652,0.71544,-0.91291,0.8928,-0.70631,0.61706,-0.80575,5.949e-3,-0.10101,1.00000,0.0,0.0,0.0,5.798,0.77068,0.25583,1.36241,-4.79555,21.1242,5.3869e-2,0.24892,-2.0108e-2,-0.88905,0,0,1.9708e-2
,5.799,-7.9434e-2,0.21633,-0.55521,4.9897e-2,-0.19141,-0.28168,0.33601,-0.5901,-0.42585,0.59342,-0.71183,1.17431,-0.36633,0.70206,-0.72076,0.60092,-0.10165,1.00000,0.0,0.0,0.0,5.799,0.1369,-0.50531,-0.72718,0,0,-2.3555e-2,0.16757,0.46249,0.21589,6.78243,22.0676,-1.6871e-2
,5.8,-7.9434e-2,0.25858,-0.34378,0.21904,-0.69291,5.2658e-2,0.41959,7.8568e-2,-0.66989,0.55275,-0.95312,0.93301,-0.7913,0.70206,-0.46577,0.77091,-0.10197,1.00000,0.0,0.0,0.0,5.8,0.17915,-0.12474,-0.14209,0,0,1.14e-4,-0.11714,-2.0108e-2,0.21589,-9.16742,-35.6601,5.8119e-2
,5.801,-0.12169,8.9574e-2,-0.17464,-7.6959e-2,-0.27499,-0.19809,-0.24908,-0.42293,-0.58854,0.4714,-0.91291,1.17431,-0.62131,0.53207,-0.97574,0.34593,-0.1023,1.00000,0.0,0.0,0.0,5.801,-3.2112e-2,-0.2516,-1.1451,0,0,5.3428e-2,-0.11714,0.2614,-0.71906,0,0,-3.8478e-2
,5.802,8.9575e-2,0.34309,0.16364,0.3459,5.9344e-2,0.13624,0.16884,7.8568e-2,-0.46652,0.63409,-0.91291,0.97323,-0.9613,0.44707,-0.89075,0.51592,-0.10165,1.00000,0.0,0.0,0.0,5.802,0.43266,0.50954,0.44299,-13.9801,-11.2257,7.3121e-2,0.16757,6.0324e-2,-0.88905,0,0,-6.213e-3
,5.803,-7.9434e-2,0.13183,-0.34378,-0.16153,-0.35857,-0.53243,-0.24908,-0.0886,-0.71056,0.43073,-0.91291,0.81237,-0.70631,0.36208,-0.63576,0.51592,-0.10165,1.00000,0.0,0.0,0.0,5.803,5.2393e-2,-0.50531,-1.22868,0,0,3.5668e-2,-0.27983,-0.10054,-0.46407,0,0,2.1225e-2
,5.804,-3.7182e-2,4.7322e-2,-0.3015,0.13447,-0.02424,0.13624,8.5255e-2,-5.016e-3,-0.54787,0.63409,-0.87269,0.97323,-0.62131,0.61706,-0.55077,0.60092,-0.10165,1.00000,0.0,0.0,0.0,5.804,0.01014,-0.16703,0.19224,-27.7188,11.1697,-0.10714,8.6227e-2,0.10054,4.5896e-2,-40.3275,-44.2962,1.7232e-2
,5.805,-0.33295,4.7322e-2,-0.25921,9.2183e-2,0.14293,-0.19809,-0.1655,-0.50652,-0.66989,0.30871,-1.19442,1.01345,-0.53632,0.70206,-0.63576,0.77091,-0.10069,1.00000,0.0,0.0,0.0,5.805,-0.28563,-0.16703,-0.72718,0,0,5.9302e-2,-0.36118,-0.18097,0.30088,17.9956,7.68776,-6.4424e-2
,5.806,8.9575e-2,0.34309,-0.34378,0.13447,5.9344e-2,0.72133,0.41959,0.16215,-0.83258,0.4714,-0.99334,0.97323,-0.8763,0.61706,-0.72076,0.51592,-0.10004,1.00000,0.0,0.0,0.0,5.806,0.43266,-0.20931,1.36241,-16.1408,6.063,-1.9256e-2,-0.36118,-2.0108e-2,-0.46407,0,0,2.4808e-2
,5.807,8.9575e-2,4.7322e-2,-0.21693,0.21904,5.9344e-2,0.21983,-0.1655,0.24573,-0.54787,0.4714,-0.87269,1.1341,-0.62131,0.36208,-1.06074,9.0945e-2,-0.10036,1.00000,0.0,0.0,0.0,5.807,0.1369,2.114e-3,0.35941,12.2896,19.3358,-8.0131e-2,-7.6466e-2,0.2614,-1.22903,0,0,-0.03696
,5.808,5.071e-3,8.9574e-2,-0.51292,-0.2461,-0.10782,5.2658e-2,0.33601,0.24573,-0.50719,0.51208,-1.11399,0.81237,-1.04629,0.27708,-0.97574,0.17594,-0.10004,1.00000,0.0,0.0,0.0,5.808,9.4645e-2,-0.75903,0.52657,-11.1145,-33.3965,-0.14243,4.881e-3,-0.30162,-1.56901,0,0,-2.7309e-2
,5.809,-0.12169,0.17408,-0.25921,0.21904,5.9344e-2,0.21983,0.16884,7.8568e-2,-0.46652,0.55275,-1.03356,0.85258,-1.13129,0.19209,-0.97574,0.34593,-9.9397e-2,1.00000,0.0,0.0,0.0,5.809,5.2392e-2,-4.0171e-2,0.52657,-10.617,2.58417,1.74e-4,8.6227e-2,-0.18097,-1.56901,0,0,-2.2483e-2
,5.81,-0.2907,4.7322e-2,-0.3015,-0.16153,-0.27499,-0.53243,-0.49983,-0.25577,-0.50719,0.75611,-0.75204,0.97323,-0.53632,0.44707,-0.97574,0.26093,-9.9075e-2,1.00000,0.0,0.0,0.0,5.81,-0.24337,-0.46303,-1.56302,0,0,8.8913e-2,0.24892,0.22119,-0.80405,0,0,4.5629e-2
,5.811,-3.7182e-2,0.34309,-5.497e-3,0.21904,0.56085,0.21983,8.5255e-2,-0.0886,-0.46652,0.67477,-1.03356,0.77215,-0.70631,0.44707,-1.14573,0.26093,-9.9075e-2,1.00000,0.0,0.0,0.0,5.811,0.30591,0.21354,0.77733,2.07618,33.598,0.18429,0.20825,-0.26141,-1.14404,0,0,1.1573e-2
,5.812,-0.16394,-0.2907,-0.38607,-0.20382,-0.44216,-0.61601,-0.24908,-0.17218,-0.54787,0.59342,-0.87269,0.93301,-0.8763,0.27708,-1.14573,-7.9046e-2,-9.9397e-2,1.00000,0.0,0.0,0.0,5.812,-0.45463,-0.58988,-1.47943,0,0,-8.2638e-2,4.5554e-2,6.0324e-2,-1.824,0,0,1.1573e-2
,5.813,-0.3752,-0.16394,-0.3015,-3.4674e-2,-0.52574,-3.0926e-2,0.16884,0.49649,-0.50719,0.75611,-0.75204,0.93301,-0.8763,0.44707,-1.06074,-0.41903,-9.9075e-2,1.00000,0.0,0.0,0.0,5.813,-0.53914,-0.33617,0.10866,-1.54499,-374.442,2.03148,0.24892,0.18097,-1.90899,0,0,5.0455e-2
,5.814,5.071e-3,0.5121,-9.0069e-2,-0.2461,-0.35857,-0.28168,0.58676,0.24573,-0.54787,0.63409,-0.79226,1.09388,-0.45132,1.04204,-0.38078,0.68591,-9.9719e-2,1.00000,0.0,0.0,0.0,5.814,0.51717,-0.33617,0.19224,-62.3323,-257.292,-1.32995,8.6227e-2,0.30162,0.89585,-6.62015,3.21084,3.2792e-2
